MISSION ELAPSED TIME (mins),Antenna,Budget
1900.276718,ds24,4640.99148
1901.276718,ds24,4640.99148
1902.276718,ds24,4640.99148
1903.276718,ds24,4640.99148
1904.276718,ds24,4640.99148
1905.276718,ds24,4640.99148
1906.276718,ds24,4640.99148
1907.276718,ds24,4640.99148
1908.276718,ds24,4640.99148
1909.276718,ds24,4640.99148
1910.276718,ds24,4640.99148
1911.276718,ds24,4640.99148
1912.276718,ds24,4640.99148
1913.276718,ds24,4640.99148
1914.276718,ds24,4640.99148
1915.276718,ds24,4640.99148
1916.276718,ds24,4640.99148
1917.276718,ds24,4640.99148
1918.276718,ds24,4640.99148
1919.276718,ds24,4640.99148
1920.276718,ds24,4640.99148
1921.276718,ds24,4640.99148
1922.276718,ds24,4640.99148
1923.276718,ds24,4640.99148
1924.276718,ds24,4640.99148
1925.276718,ds24,4640.99148
1926.276718,ds24,4640.99148
1927.276718,ds24,4640.99148
1928.276718,ds24,4640.99148
1929.276718,ds24,4640.99148
1930.276718,ds24,4640.99148
1931.276718,ds24,4640.99148
1932.276718,ds24,4640.99148
1933.276718,ds24,4640.99148
1934.276718,ds24,4640.99148
1935.276718,ds24,4640.99148
1936.276718,ds24,4640.99148
1937.276718,ds24,4640.99148
1938.276718,ds24,4640.99148
1939.276718,ds24,4640.99148
1940.276718,ds24,4640.99148
1941.276718,ds24,4640.99148
1942.276718,ds24,4640.99148
1943.276718,ds24,4640.99148
1944.276718,ds24,4640.99148
1945.276718,ds24,4640.99148
1946.276718,ds24,4640.99148
1947.276718,ds24,4640.99148
1948.276718,ds24,4640.99148
1949.276718,ds24,4640.99148
1950.276718,ds24,4640.99148
1951.276718,ds24,4640.99148
1952.276718,ds24,4640.99148
1953.276718,ds24,4640.99148
1954.276718,ds24,4640.99148
1955.276718,ds24,4640.99148
1956.276718,ds24,4640.99148
1957.276718,ds24,4640.99148
1958.276718,ds24,4640.99148
1959.276718,ds24,4640.99148
1960.276718,ds24,4640.99148
1961.276718,ds24,4640.99148
1962.276718,ds24,4640.99148
1963.276718,ds24,4640.99148
1964.276718,ds24,4640.99148
1965.276718,ds24,4640.99148
1966.276718,ds24,4640.99148
1967.276718,ds24,4640.99148
1968.276718,ds24,4640.99148
1969.276718,ds24,4640.99148
1970.276718,ds24,4640.99148
1971.276718,ds24,4640.99148
1972.276718,ds24,4640.99148
1973.276718,ds24,4640.99148
1974.276718,ds24,4640.99148
1975.276718,ds24,4640.99148
1976.276718,ds24,4640.99148
1977.276718,ds24,4640.99148
1978.276718,ds24,4640.99148
1979.276718,ds24,4640.99148
1980.276718,ds24,4640.99148
1981.276718,ds24,4640.99148
1982.276718,ds24,4640.99148
1983.276718,ds24,4640.99148
1984.276718,ds24,4640.99148
1985.276718,ds24,4640.99148
1986.276718,ds24,4640.99148
1987.276718,ds24,4640.99148
1988.276718,ds24,4640.99148
1989.276718,ds24,4640.99148
1990.276718,ds24,4640.99148
1991.276718,ds24,4640.99148
1992.276718,ds24,4640.99148
1993.276718,ds24,4640.99148
1994.276718,ds24,4640.99148
1995.276718,ds24,4640.99148
1996.276718,ds24,4640.99148
1997.276718,ds24,4640.99148
1998.276718,ds24,4640.99148
1999.276718,ds24,4640.99148
2000.276718,ds24,4640.99148
2001.276718,ds24,4640.99148
2002.276718,ds24,4640.99148
2003.276718,ds24,4640.99148
2004.276718,ds24,4640.99148
2005.276718,ds24,4640.99148
2006.276718,ds24,4640.99148
2007.276718,ds24,4640.99148
2008.276718,ds24,4640.99148
2009.276718,ds24,4640.99148
2010.276718,ds24,4640.99148
2011.276718,ds24,4640.99148
2012.276718,ds24,4640.99148
2013.276718,ds24,4640.99148
2014.276718,ds24,4640.99148
2015.276718,ds24,4640.99148
2016.276718,ds24,4640.99148
2017.276718,ds24,4640.99148
2018.276718,ds24,4640.99148
2019.276718,ds24,4640.99148
2020.276718,ds24,4640.99148
2021.276718,ds24,4640.99148
2022.276718,ds24,4640.99148
2023.276718,ds24,4640.99148
2024.276718,ds24,4640.99148
2025.276718,ds24,4640.99148
2026.276718,ds24,4640.99148
2027.276718,ds24,4640.99148
2028.276718,ds24,4640.99148
2029.276718,ds24,4640.99148
2030.276718,ds24,4640.99148
2031.276718,ds24,4640.99148
2032.276718,ds24,4640.99148
2033.276718,ds24,4640.99148
2034.276718,ds24,4640.99148
2035.276718,ds24,4640.99148
2036.276718,ds24,4640.99148
2037.276718,ds24,4640.99148
2038.276718,ds24,4640.99148
2039.276718,ds24,4640.99148
2040.276718,ds24,4640.99148
2041.276718,ds24,4640.99148
2042.276718,ds24,4640.99148
2043.276718,ds24,4640.99148
2044.276718,ds24,4640.99148
2045.276718,ds24,4640.99148
2046.276718,ds24,4640.99148
2047.276718,ds24,4640.99148
2048.276718,ds24,4640.99148
2049.276718,ds24,4640.99148
2050.276718,ds24,4640.99148
2051.276718,ds24,4640.99148
2052.276718,ds24,4640.99148
2053.276718,ds24,4640.99148
2054.276718,ds24,4640.99148
2055.276718,ds24,4640.99148
2056.276718,ds24,4640.99148
2057.276718,ds24,4640.99148
2058.276718,ds24,4640.99148
2059.276718,ds24,4640.99148
2060.276718,ds24,4640.99148
2061.276718,ds24,4640.99148
2062.276718,ds24,4640.99148
2063.276718,ds24,4640.99148
2064.276718,ds24,4640.99148
2065.276718,ds24,4640.99148
2066.276718,ds24,4640.99148
2067.276718,ds24,4640.99148
2068.276718,ds24,4640.99148
2069.276718,ds24,4640.99148
2070.276718,ds24,4640.99148
2071.276718,ds24,4640.99148
2072.276718,ds24,4640.99148
2073.276718,ds24,4640.99148
2074.276718,ds24,4640.99148
2075.276718,ds24,4640.99148
2076.276718,ds24,4640.99148
2077.276718,ds24,4640.99148
2078.276718,ds24,4640.99148
2079.276718,ds24,4640.99148
2080.276718,ds24,4640.99148
2081.276718,ds24,4640.99148
2082.276718,ds24,4640.99148
2083.276718,ds24,4640.99148
2084.276718,ds24,4640.99148
2085.276718,ds24,4640.99148
2086.276718,ds24,4640.99148
2087.276718,ds24,4640.99148
2088.276718,ds24,4640.99148
2089.276718,ds24,4640.99148
2090.276718,ds24,4640.99148
2091.276718,ds24,4640.99148
2092.276718,ds24,4640.99148
2093.276718,ds24,4640.99148
2094.276718,ds24,4640.99148
2095.276718,ds24,4640.99148
2096.276718,ds24,4640.99148
2097.276718,ds24,4640.99148
2098.276718,ds24,4640.99148
2099.276718,ds24,4640.99148
2100.276718,ds24,4640.99148
2101.276718,ds24,4640.99148
2102.276718,ds24,4640.99148
2103.276718,ds24,4640.99148
2104.276718,ds24,4640.99148
2105.276718,ds24,4640.99148
2106.276718,ds24,4640.99148
2107.276718,ds24,4640.99148
2108.276718,ds24,4640.99148
2109.276718,ds24,4640.99148
2110.276718,ds24,4640.99148
2111.276718,ds24,4640.99148
2112.276718,ds24,4640.99148
2113.276718,ds24,4640.99148
2114.276718,ds24,4640.99148
2115.276718,ds24,4640.99148
2116.276718,ds24,4640.99148
2117.276718,ds24,4640.99148
2118.276718,ds24,4640.99148
2119.276718,ds24,4640.99148
2120.276718,ds24,4640.99148
2121.276718,ds24,4640.99148
2122.276718,ds24,4640.99148
2123.276718,ds24,4640.99148
2124.276718,ds24,4640.99148
2125.276718,ds24,4640.99148
2126.276718,ds24,4640.99148
2127.276718,ds24,4640.99148
2128.276718,ds24,4640.99148
2129.276718,ds24,4640.99148
2130.276718,ds24,4640.99148
2131.276718,ds24,4640.99148
2132.276718,ds24,4640.99148
2133.276718,ds24,4640.99148
2134.276718,ds24,4640.99148
2135.276718,ds24,4640.99148
2136.276718,ds24,4640.99148
2137.276718,ds24,4640.99148
2138.276718,ds24,4640.99148
2139.276718,ds24,4640.99148
2140.276718,ds24,4640.99148
2141.276718,ds24,4640.99148
2142.276718,ds24,4640.99148
2143.276718,ds24,4640.99148
2144.276718,ds24,4640.99148
2145.276718,ds24,4640.99148
2146.276718,ds24,4640.99148
2147.276718,ds24,4640.99148
2148.276718,ds24,4640.99148
2149.276718,ds24,4640.99148
2150.276718,ds24,4640.99148
2151.276718,ds24,4640.99148
2152.276718,ds24,4640.99148
2153.276718,ds24,4640.99148
2154.276718,ds24,4640.99148
2155.276718,ds24,4640.99148
2156.276718,ds24,4640.99148
2157.276718,ds24,4640.99148
2158.276718,ds24,4640.99148
2159.276718,ds24,4640.99148
2160.276718,ds24,4640.99148
2161.276718,ds24,4640.99148
2162.276718,ds24,4640.99148
2163.276718,ds24,4640.99148
2164.276718,ds24,4640.99148
2165.276718,ds24,4640.99148
2166.276718,ds24,4640.99148
2167.276718,ds24,4640.99148
2168.276718,ds24,4640.99148
2169.276718,ds24,4640.99148
2170.276718,ds24,4640.99148
2171.276718,ds24,4640.99148
2172.276718,ds24,4640.99148
2173.276718,ds24,4640.99148
2174.276718,ds24,4640.99148
2175.276718,ds24,4640.99148
2176.276718,ds24,4640.99148
2177.276718,ds24,4640.99148
2178.276718,ds24,4640.99148
2179.276718,ds24,4640.99148
2180.276718,ds24,4640.99148
2181.276718,ds24,4640.99148
2182.276718,ds24,4640.99148
2183.276718,ds24,4640.99148
2184.276718,ds24,4640.99148
2185.276718,ds24,4640.99148
2186.276718,ds24,4640.99148
2187.276718,ds24,4640.99148
2188.276718,ds24,4640.99148
2189.276718,ds24,4640.99148
2190.276718,ds24,4640.99148
2191.276718,ds24,4640.99148
2192.276718,ds24,4640.99148
2193.276718,ds24,4640.99148
2194.276718,ds24,4640.99148
2195.276718,ds24,4640.99148
2196.276718,ds24,4640.99148
2197.276718,ds24,4640.99148
2198.276718,ds24,4640.99148
2199.276718,ds24,4640.99148
2200.276718,ds24,4640.99148
2201.276718,ds24,4640.99148
2202.276718,ds24,4640.99148
2203.276718,ds24,4640.99148
2204.276718,ds24,4640.99148
2205.276718,ds24,4640.99148
2206.276718,ds24,4640.99148
2207.276718,ds34,3029.02353
2208.276718,ds34,3029.02353
2209.276718,ds34,3029.02353
2210.276718,ds34,3029.02353
2211.276718,ds34,3029.02353
2212.276718,ds34,3029.02353
2213.276718,ds34,3029.02353
2214.276718,ds34,3029.02353
2215.276718,ds34,3029.02353
2216.276718,ds34,3029.02353
2217.276718,ds34,3029.02353
2218.276718,ds34,3029.02353
2219.276718,ds34,3029.02353
2220.276718,ds34,3029.02353
2221.276718,ds34,3029.02353
2222.276718,ds34,3029.02353
2223.276718,ds34,3029.02353
2224.276718,ds34,3029.02353
2225.276718,ds34,3029.02353
2226.276718,ds34,3029.02353
2227.276718,ds34,3029.02353
2228.276718,ds34,3029.02353
2229.276718,ds34,3029.02353
2230.276718,ds34,3029.02353
2231.276718,ds34,3029.02353
2232.276718,ds34,3029.02353
2233.276718,ds34,3029.02353
2234.276718,ds34,3029.02353
2235.276718,ds34,3029.02353
2236.276718,ds34,3029.02353
2237.276718,ds34,3029.02353
2238.276718,ds34,3029.02353
2239.276718,ds34,3029.02353
2240.276718,ds34,3029.02353
2241.276718,ds34,3029.02353
2242.276718,ds34,3029.02353
2243.276718,ds34,3029.02353
2244.276718,ds34,3029.02353
2245.276718,ds34,3029.02353
2246.276718,ds34,3029.02353
2247.276718,ds34,3029.02353
2248.276718,ds34,3029.02353
2249.276718,ds34,3029.02353
2250.276718,ds34,3029.02353
2251.276718,ds34,3029.02353
2252.276718,ds34,3029.02353
2253.276718,ds34,3029.02353
2254.276718,ds34,3029.02353
2255.276718,ds34,3029.02353
2256.276718,ds34,3029.02353
2257.276718,ds34,3029.02353
2258.276718,ds34,3029.02353
2259.276718,ds34,3029.02353
2260.276718,ds34,3029.02353
2261.276718,ds34,3029.02353
2262.276718,ds34,3029.02353
2263.276718,ds34,3029.02353
2264.276718,ds34,3029.02353
2265.276718,ds34,3029.02353
2266.276718,ds34,3029.02353
2267.276718,ds34,3029.02353
2268.276718,ds34,3029.02353
2269.276718,ds34,3029.02353
2270.276718,ds34,3029.02353
2271.276718,ds34,3029.02353
2272.276718,ds34,3029.02353
2273.276718,ds34,3029.02353
2274.276718,ds34,3029.02353
2275.276718,ds34,3029.02353
2276.276718,ds34,3029.02353
2277.276718,ds34,3029.02353
2278.276718,ds34,3029.02353
2279.276718,ds34,3029.02353
2280.276718,ds34,3029.02353
2281.276718,ds34,3029.02353
2282.276718,ds34,3029.02353
2283.276718,ds34,3029.02353
2284.276718,ds34,3029.02353
2285.276718,ds34,3029.02353
2286.276718,ds34,3029.02353
2287.276718,ds34,3029.02353
2288.276718,ds34,3029.02353
2289.276718,ds34,3029.02353
2290.276718,ds34,3029.02353
2291.276718,ds34,3029.02353
2292.276718,ds34,3029.02353
2293.276718,ds34,3029.02353
2294.276718,ds34,3029.02353
2295.276718,ds34,3029.02353
2296.276718,ds34,3029.02353
2297.276718,ds34,3029.02353
2298.276718,ds34,3029.02353
2299.276718,ds34,3029.02353
2300.276718,ds34,3029.02353
2301.276718,ds34,3029.02353
2302.276718,ds34,3029.02353
2303.276718,ds34,3029.02353
2304.276718,ds34,3029.02353
2305.276718,ds34,3029.02353
2306.276718,ds34,3029.02353
2307.276718,ds34,3029.02353
2308.276718,ds34,3029.02353
2309.276718,ds34,3029.02353
2310.276718,ds34,3029.02353
2311.276718,ds34,3029.02353
2312.276718,ds34,3029.02353
2313.276718,ds34,3029.02353
2314.276718,ds34,3029.02353
2315.276718,ds34,3029.02353
2316.276718,ds34,3029.02353
2317.276718,ds34,3029.02353
2318.276718,ds34,3029.02353
2319.276718,ds34,3029.02353
2320.276718,ds34,3029.02353
2321.276718,ds34,3029.02353
2322.276718,ds34,3029.02353
2323.276718,ds34,3029.02353
2324.276718,ds34,3029.02353
2325.276718,ds34,3029.02353
2326.276718,ds34,3029.02353
2327.276718,ds34,3029.02353
2328.276718,ds34,3029.02353
2329.276718,ds34,3029.02353
2330.276718,ds34,3029.02353
2331.276718,ds34,3029.02353
2332.276718,ds34,3029.02353
2333.276718,ds34,3029.02353
2334.276718,ds34,3029.02353
2335.276718,ds34,3029.02353
2336.276718,ds34,3029.02353
2337.276718,ds34,3029.02353
2338.276718,ds34,3029.02353
2339.276718,ds34,3029.02353
2340.276718,ds34,3029.02353
2341.276718,ds34,3029.02353
2342.276718,ds34,3029.02353
2343.276718,ds34,3029.02353
2344.276718,ds34,3029.02353
2345.276718,ds34,3029.02353
2346.276718,ds34,3029.02353
2347.276718,ds34,3029.02353
2348.276718,ds34,3029.02353
2349.276718,ds34,3029.02353
2350.276718,ds34,3029.02353
2351.276718,ds34,3029.02353
2352.276718,ds34,3029.02353
2353.276718,ds34,3029.02353
2354.276718,ds34,3029.02353
2355.276718,ds34,3029.02353
2356.276718,ds34,3029.02353
2357.276718,ds34,3029.02353
2358.276718,ds34,3029.02353
2359.276718,ds34,3029.02353
2360.276718,ds34,3029.02353
2361.276718,ds34,3029.02353
2362.276718,ds34,3029.02353
2363.276718,ds34,3029.02353
2364.276718,ds34,3029.02353
2365.276718,ds34,3029.02353
2366.276718,ds34,3029.02353
2367.276718,ds34,3029.02353
2368.276718,ds34,3029.02353
2369.276718,ds34,3029.02353
2370.276718,ds34,3029.02353
2371.276718,ds34,3029.02353
2372.276718,ds34,3029.02353
2373.276718,ds34,3029.02353
2374.276718,ds34,3029.02353
2375.276718,ds34,3029.02353
2376.276718,ds34,3029.02353
2377.276718,ds34,3029.02353
2378.276718,ds34,3029.02353
2379.276718,ds34,3029.02353
2380.276718,ds34,3029.02353
2381.276718,ds34,3029.02353
2382.276718,ds34,3029.02353
2383.276718,ds34,3029.02353
2384.276718,ds34,3029.02353
2385.276718,ds34,3029.02353
2386.276718,ds34,3029.02353
2387.276718,ds34,3029.02353
2388.276718,ds34,3029.02353
2389.276718,ds34,3029.02353
2390.276718,ds34,3029.02353
2391.276718,ds34,3029.02353
2392.276718,ds34,3029.02353
2393.276718,ds34,3029.02353
2394.276718,ds34,3029.02353
2395.276718,ds34,3029.02353
2396.276718,ds34,3029.02353
2397.276718,ds34,3029.02353
2398.276718,ds34,3029.02353
2399.276718,ds34,3029.02353
2400.276718,ds34,3029.02353
2401.276718,ds34,3029.02353
2402.276718,ds34,3029.02353
2403.276718,ds34,3029.02353
2404.276718,ds34,3029.02353
2405.276718,ds34,3029.02353
2406.276718,ds34,3029.02353
2407.276718,ds34,3029.02353
2408.276718,ds34,3029.02353
2409.276718,ds34,3029.02353
2410.276718,ds34,3029.02353
2411.276718,ds34,3029.02353
2412.276718,ds34,3029.02353
2413.276718,ds34,3029.02353
2414.276718,ds34,3029.02353
2415.276718,ds34,3029.02353
2416.276718,ds34,3029.02353
2417.276718,ds34,3029.02353
2418.276718,ds34,3029.02353
2419.276718,ds34,3029.02353
2420.276718,ds34,3029.02353
2421.276718,ds34,3029.02353
2422.276718,ds34,3029.02353
2423.276718,ds34,3029.02353
2424.276718,ds34,3029.02353
2425.276718,ds34,3029.02353
2426.276718,ds34,3029.02353
2427.276718,ds34,3029.02353
2428.276718,ds34,3029.02353
2429.276718,ds34,3029.02353
2430.276718,ds34,3029.02353
2431.276718,ds34,3029.02353
2432.276718,ds34,3029.02353
2433.276718,ds34,3029.02353
2434.276718,ds34,3029.02353
2435.276718,ds34,3029.02353
2436.276718,ds34,3029.02353
2437.276718,ds34,3029.02353
2438.276718,ds34,3029.02353
2439.276718,ds34,3029.02353
2440.276718,ds34,3029.02353
2441.276718,ds34,3029.02353
2442.276718,ds34,3029.02353
2443.276718,ds34,3029.02353
2444.276718,ds34,3029.02353
2445.276718,ds34,3029.02353
2446.276718,ds34,3029.02353
2447.276718,ds34,3029.02353
2448.276718,ds34,3029.02353
2449.276718,ds34,3029.02353
2450.276718,ds34,3029.02353
2451.276718,ds34,3029.02353
2452.276718,ds34,3029.02353
2453.276718,ds34,3029.02353
2454.276718,ds34,3029.02353
2455.276718,ds34,3029.02353
2456.276718,ds34,3029.02353
2457.276718,ds34,3029.02353
2458.276718,ds34,3029.02353
2459.276718,ds34,3029.02353
2460.276718,ds34,3029.02353
2461.276718,ds34,3029.02353
2462.276718,ds34,3029.02353
2463.276718,ds34,3029.02353
2464.276718,ds34,3029.02353
2465.276718,ds34,3029.02353
2466.276718,ds34,3029.02353
2467.276718,ds34,3029.02353
2468.276718,ds34,3029.02353
2469.276718,ds34,3029.02353
2470.276718,ds34,3029.02353
2471.276718,ds34,3029.02353
2472.276718,ds34,3029.02353
2473.276718,ds34,3029.02353
2474.276718,ds34,3029.02353
2475.276718,ds34,3029.02353
2476.276718,ds34,3029.02353
2477.276718,ds34,3029.02353
2478.276718,ds34,3029.02353
2479.276718,ds34,3029.02353
2480.276718,ds34,3029.02353
2481.276718,ds34,3029.02353
2482.276718,ds34,3029.02353
2483.276718,ds34,3029.02353
2484.276718,ds34,3029.02353
2485.276718,ds34,3029.02353
2486.276718,ds34,3029.02353
2487.276718,ds34,3029.02353
2488.276718,ds34,3029.02353
2489.276718,ds34,3029.02353
2490.276718,ds34,3029.02353
2491.276718,ds34,3029.02353
2492.276718,ds34,3029.02353
2493.276718,ds34,3029.02353
2494.276718,ds34,3029.02353
2495.276718,ds34,3029.02353
2496.276718,ds34,3029.02353
2497.276718,ds34,3029.02353
2498.276718,ds34,3029.02353
2499.276718,ds34,3029.02353
2500.276718,ds34,3029.02353
2501.276718,ds34,3029.02353
2502.276718,ds34,3029.02353
2503.276718,ds34,3029.02353
2504.276718,ds34,3029.02353
2505.276718,ds34,3029.02353
2506.276718,ds34,3029.02353
2507.276718,ds34,3029.02353
2508.276718,ds34,3029.02353
2509.276718,ds34,3029.02353
2510.276718,ds34,3029.02353
2511.276718,ds34,3029.02353
2512.276718,ds34,3029.02353
2513.276718,ds34,3029.02353
2514.276718,ds34,3029.02353
2515.276718,ds34,3029.02353
2516.276718,ds34,3029.02353
2517.276718,ds34,3029.02353
2518.276718,ds34,3029.02353
2519.276718,ds34,3029.02353
2520.276718,ds34,3029.02353
2521.276718,ds34,3029.02353
2522.276718,ds34,3029.02353
2523.276718,ds34,3029.02353
2524.276718,ds34,3029.02353
2525.276718,ds34,3029.02353
2526.276718,ds34,3029.02353
2527.276718,ds34,3029.02353
2528.276718,ds34,3029.02353
2529.276718,ds34,3029.02353
2530.276718,ds34,3029.02353
2531.276718,ds34,3029.02353
2532.276718,ds34,3029.02353
2533.276718,ds34,3029.02353
2534.276718,ds34,3029.02353
2535.276718,ds34,3029.02353
2536.276718,ds34,3029.02353
2537.276718,ds34,3029.02353
2538.276718,ds34,3029.02353
2539.276718,ds34,3029.02353
2540.276718,ds34,3029.02353
2541.276718,ds34,3029.02353
2542.276718,ds34,3029.02353
2543.276718,ds34,3029.02353
2544.276718,ds34,3029.02353
2545.276718,ds34,3029.02353
2546.276718,ds34,3029.02353
2547.276718,ds34,3029.02353
2548.276718,ds34,3029.02353
2549.276718,ds34,3029.02353
2550.276718,ds34,3029.02353
2551.276718,ds34,3029.02353
2552.276718,ds34,3029.02353
2553.276718,ds34,3029.02353
2554.276718,ds34,3029.02353
2555.276718,ds34,3029.02353
2556.276718,ds34,3029.02353
2557.276718,ds34,3029.02353
2558.276718,ds34,3029.02353
2559.276718,ds34,3029.02353
2560.276718,ds34,3029.02353
2561.276718,ds34,3029.02353
2562.276718,ds34,3029.02353
2563.276718,ds34,3029.02353
2564.276718,ds34,3029.02353
2565.276718,ds34,3029.02353
2566.276718,ds34,3029.02353
2567.276718,ds34,3029.02353
2568.276718,ds34,3029.02353
2569.276718,ds34,3029.02353
2570.276718,ds34,3029.02353
2571.276718,ds34,3029.02353
2572.276718,ds34,3029.02353
2573.276718,ds34,3029.02353
2574.276718,ds34,3029.02353
2575.276718,ds34,3029.02353
2576.276718,ds34,3029.02353
2577.276718,ds34,3029.02353
2578.276718,ds34,3029.02353
2579.276718,ds34,3029.02353
2580.276718,ds34,3029.02353
2581.276718,ds34,3029.02353
2582.276718,ds34,3029.02353
2583.276718,ds34,3029.02353
2584.276718,ds34,3029.02353
2585.276718,ds34,3029.02353
2586.276718,ds34,3029.02353
2587.276718,ds34,3029.02353
2588.276718,ds34,3029.02353
2589.276718,ds34,3029.02353
2590.276718,ds34,3029.02353
2591.276718,ds34,3029.02353
2592.276718,ds34,3029.02353
2593.276718,ds34,3029.02353
2594.276718,ds34,3029.02353
2595.276718,ds34,3029.02353
2596.276718,ds34,3029.02353
2597.276718,ds34,3029.02353
2598.276718,ds34,3029.02353
2599.276718,ds34,3029.02353
2600.276718,ds34,3029.02353
2601.276718,ds34,3029.02353
2602.276718,ds34,3029.02353
2603.276718,ds34,3029.02353
2604.276718,ds34,3029.02353
2605.276718,ds34,3029.02353
2606.276718,ds34,3029.02353
2607.276718,ds34,3029.02353
2608.276718,ds34,3029.02353
2609.276718,ds34,3029.02353
2610.276718,ds34,3029.02353
2611.276718,ds34,3029.02353
2612.276718,ds34,3029.02353
2613.276718,ds34,3029.02353
2614.276718,ds34,3029.02353
2615.276718,ds34,3029.02353
2616.276718,ds34,3029.02353
2617.276718,ds34,3029.02353
2618.276718,ds34,3029.02353
2619.276718,ds34,3029.02353
2620.276718,ds34,3029.02353
2621.276718,ds34,3029.02353
2622.276718,ds34,3029.02353
2623.276718,ds34,3029.02353
2624.276718,ds34,3029.02353
2625.276718,ds34,3029.02353
2626.276718,ds34,3029.02353
2627.276718,ds34,3029.02353
2628.276718,ds34,3029.02353
2629.276718,ds34,3029.02353
2630.276718,ds34,3029.02353
2631.276718,ds34,3029.02353
2632.276718,ds34,3029.02353
2633.276718,ds34,3029.02353
2634.276718,ds34,3029.02353
2635.276718,ds34,3029.02353
2636.276718,ds34,3029.02353
2637.276718,ds34,3029.02353
2638.276718,ds34,3029.02353
2639.276718,ds34,3029.02353
2640.276718,ds34,3029.02353
2641.276718,ds34,3029.02353
2642.276718,ds34,3029.02353
2643.276718,ds34,3029.02353
2644.276718,ds34,3029.02353
2645.276718,ds34,3029.02353
2646.276718,ds34,3029.02353
2647.276718,ds34,3029.02353
2648.276718,ds34,3029.02353
2649.276718,ds34,3029.02353
2650.276718,ds34,3029.02353
2651.276718,ds34,3029.02353
2652.276718,ds34,3029.02353
2653.276718,ds34,3029.02353
2654.276718,ds34,3029.02353
2655.276718,ds34,3029.02353
2656.276718,ds34,3029.02353
2657.276718,ds34,3029.02353
2658.276718,ds34,3029.02353
2659.276718,ds34,3029.02353
2660.276718,ds34,3029.02353
2661.276718,ds34,3029.02353
2662.276718,ds34,3029.02353
2663.276718,ds34,3029.02353
2664.276718,ds34,3029.02353
2665.276718,ds34,3029.02353
2666.276718,ds34,3029.02353
2667.276718,ds34,3029.02353
2668.276718,ds34,3029.02353
2669.276718,ds34,3029.02353
2670.276718,ds34,3029.02353
2671.276718,ds34,3029.02353
2672.276718,ds34,3029.02353
2673.276718,ds34,3029.02353
2674.276718,ds34,3029.02353
2675.276718,ds34,3029.02353
2676.276718,ds34,3029.02353
2677.276718,ds34,3029.02353
2678.276718,ds34,3029.02353
2679.276718,ds34,3029.02353
2680.276718,ds34,3029.02353
2681.276718,ds34,3029.02353
2682.276718,ds34,3029.02353
2683.276718,ds34,3029.02353
2684.276718,ds34,3029.02353
2685.276718,ds34,3029.02353
2686.276718,ds34,3029.02353
2687.276718,ds34,3029.02353
2688.276718,ds34,3029.02353
2689.276718,ds34,3029.02353
2690.276718,ds34,3029.02353
2691.276718,ds34,3029.02353
2692.276718,ds34,3029.02353
2693.276718,ds34,3029.02353
2694.276718,ds34,3029.02353
2695.276718,ds34,3029.02353
2696.276718,ds34,3029.02353
2697.276718,ds34,3029.02353
2698.276718,ds34,3029.02353
2699.276718,ds34,3029.02353
2700.276718,ds34,3029.02353
2701.276718,ds34,3029.02353
2702.276718,ds34,3029.02353
2703.276718,ds34,3029.02353
2704.276718,ds34,3029.02353
2705.276718,ds34,3029.02353
2706.276718,ds34,3029.02353
2707.276718,ds34,3029.02353
2708.276718,ds34,3029.02353
2709.276718,ds34,3029.02353
2710.276718,ds34,3029.02353
2711.276718,ds34,3029.02353
2712.276718,ds34,3029.02353
2713.276718,ds34,3029.02353
2714.276718,ds34,3029.02353
2715.276718,ds34,3029.02353
2716.276718,ds34,3029.02353
2717.276718,ds34,3029.02353
2718.276718,ds34,3029.02353
2719.276718,ds34,3029.02353
2720.276718,ds34,3029.02353
2721.276718,ds34,3029.02353
2722.276718,ds34,3029.02353
2723.276718,ds34,3029.02353
2724.276718,ds34,3029.02353
2725.276718,ds34,3029.02353
2726.276718,ds34,3029.02353
2727.276718,ds34,3029.02353
2728.276718,ds34,3029.02353
2729.276718,ds34,3029.02353
2730.276718,ds34,3029.02353
2731.276718,ds34,3029.02353
2732.276718,ds34,3029.02353
2733.276718,ds34,3029.02353
2734.276718,ds34,3029.02353
2735.276718,ds34,3029.02353
2736.276718,ds34,3029.02353
2737.276718,ds34,3029.02353
2738.276718,ds34,3029.02353
2739.276718,ds34,3029.02353
2740.276718,ds34,3029.02353
2741.276718,ds34,3029.02353
2742.276718,ds34,3029.02353
2743.276718,ds34,3029.02353
2744.276718,ds34,3029.02353
2745.276718,ds34,3029.02353
2746.276718,ds34,3029.02353
2747.276718,ds34,3029.02353
2748.276718,ds34,3029.02353
2749.276718,ds34,3029.02353
2750.276718,ds34,3029.02353
2751.276718,ds34,3029.02353
2752.276718,ds34,3029.02353
2753.276718,ds34,3029.02353
2754.276718,ds34,3029.02353
2755.276718,ds34,3029.02353
2756.276718,ds34,3029.02353
2757.276718,ds34,3029.02353
2758.276718,ds34,3029.02353
2759.276718,ds34,3029.02353
2760.276718,ds34,3029.02353
2761.276718,ds34,3029.02353
2762.276718,ds34,3029.02353
2763.276718,ds34,3029.02353
2764.276718,ds34,3029.02353
2765.276718,ds34,3029.02353
2766.276718,ds34,3029.02353
2767.276718,ds34,3029.02353
2768.276718,ds34,3029.02353
2769.276718,ds34,3029.02353
2770.276718,ds34,3029.02353
2771.276718,ds34,3029.02353
2772.276718,ds34,3029.02353
